Nom,Prenom,CodeEtudiant,CodeUE,Annee,Note
Williams,Robert,2221780,HAI965,2024-2025,10.2
Jameson,Napoleon,2221178,HAI479,2024-2025,11.1
Brown,Josselin,2221337,HAI414,2024-2025,16.6
Gates,James,2221950,HAI741,2024-2025,13.3
Dupont,Josselin,2221262,HAI345,2024-2025,18.3
Johnson,James,2221705,HAI911,2024-2025,18.2
Williams,James,2221214,HAI433,2024-2025,14.7
Davis,Mary,2221135,HAI190,2024-2025,19.2
Lefevre,Elon,2221878,HAI142,2024-2025,19.9
Musk,Steve,2221759,HAI182,2024-2025,17.3
Musk,Kevin,2221358,HAI767,2024-2025,17.9
Miller,Jennifer,2221752,HAI397,2024-2025,14.7
Valjean,Dorian,2221895,HAI936,2024-2025,11.7
Martinez,Steve,2221872,HAI864,2024-2025,20.0
Musk,Elizabeth,2221519,HAI190,2024-2025,15.7
Jones,Pio,2221216,HAI957,2024-2025,11.8
Jameson,Pio,2221805,HAI222,2024-2025,14.0
Musk,John,2221620,HAI980,2024-2025,19.6
Jobs,Michael,2221506,HAI817,2024-2025,17.5
Jobs,Luigi,2221643,HAI796,2024-2025,11.5
Bourbon,Mary,2221078,HAI697,2024-2025,15.1
Valjean,Patricia,2221774,HAI694,2024-2025,11.1
Rodriguez,Mario,2221406,HAI230,2024-2025,11.4
Jones,Linda,2221219,HAI353,2024-2025,19.1
Jones,David,2221255,HAI807,2024-2025,10.6
Smith,Mario,2221006,HAI492,2024-2025,11.6
Valjean,Josselin,2221016,HAI720,2024-2025,10.5
Lefevre,Lebron,2221800,HAI123,2024-2025,11.3
Miller,Donald,2221944,HAI503,2024-2025,13.7
Dupont,Nicolas,2221273,HAI362,2024-2025,14.4
Leroux,Kylian,2221397,HAI482,2024-2025,14.0
Bonaparte,Rayman,2221766,HAI500,2024-2025,18.2
Gates,Mario,2221771,HAI931,2024-2025,15.6
Bonaparte,Lebron,2221437,HAI585,2024-2025,14.9
Johnson,Mario,2221501,HAI119,2024-2025,11.8
Williams,Mario,2221082,HAI342,2024-2025,14.2
Trump,Mary,2221091,HAI887,2024-2025,19.7
Dupont,Napoleon,2221508,HAI675,2024-2025,17.2
Brown,Robert,2221598,HAI828,2024-2025,15.3
Dough,Kylian,2221442,HAI345,2024-2025,17.7
Garcia,Florian,2221999,HAI115,2024-2025,15.7
Leroux,Steve,2221762,HAI611,2024-2025,15.2
Jobs,Nicolas,2221658,HAI644,2024-2025,12.3
Dupont,Pio,2221739,HAI529,2024-2025,11.7
Jobs,Napoleon,2221869,HAI673,2024-2025,17.9
Lefevre,Jennifer,2221277,HAI956,2024-2025,12.3
Jones,Rayman,2221076,HAI329,2024-2025,18.1
Valjean,Napoleon,2221681,HAI916,2024-2025,16.3
Jameson,Rayman,2221778,HAI607,2024-2025,14.8
Jones,Lebron,2221672,HAI610,2024-2025,11.1
Bourbon,Dorian,2221202,HAI676,2024-2025,17.3
Musk,Ricardo,2221786,HAI288,2024-2025,18.0
Jobs,Pio,2221797,HAI657,2024-2025,14.1
Bonaparte,Mary,2221944,HAI139,2024-2025,10.4
Martinez,Ricardo,2221164,HAI327,2024-2025,10.4
Leroy,Kylian,2221008,HAI852,2024-2025,14.4
Miller,Patricia,2221371,HAI325,2024-2025,13.0
Valjean,Pio,2221322,HAI813,2024-2025,11.2
Bros,Kylian,2221836,HAI132,2024-2025,16.6
Smith,Kylian,2221021,HAI514,2024-2025,13.6
Garcia,Mario,2221464,HAI620,2024-2025,16.6
Jobs,Linda,2221751,HAI545,2024-2025,13.6
Miller,Josselin,2221685,HAI939,2024-2025,18.6
Leroy,Mary,2221019,HAI700,2024-2025,17.9
Jobs,David,2221616,HAI181,2024-2025,16.9
Johnson,Kylian,2221637,HAI175,2024-2025,18.9
Williams,Kylian,2221055,HAI168,2024-2025,16.0
Rodriguez,Steve,2221006,HAI485,2024-2025,12.0
Rodriguez,Kevin,2221802,HAI723,2024-2025,16.3
Jones,Jennifer,2221559,HAI888,2024-2025,17.9
Bros,Steve,2221983,HAI515,2024-2025,19.8
Musk,Michael,2221941,HAI473,2024-2025,10.7
Musk,Luigi,2221481,HAI738,2024-2025,12.1
Rodriguez,Elizabeth,2221528,HAI611,2024-2025,13.1
Smith,Steve,2221558,HAI312,2024-2025,19.6
Brown,Rayman,2221154,HAI601,2024-2025,13.9
Martinez,Michael,2221699,HAI995,2024-2025,11.8
Martinez,Luigi,2221608,HAI270,2024-2025,16.7
Dupont,Rayman,2221468,HAI700,2024-2025,19.8
Rodriguez,John,2221938,HAI340,2024-2025,19.7
Jones,Mary,2221879,HAI562,2024-2025,17.0
Gates,Steve,2221879,HAI942,2024-2025,12.3
Gates,Kevin,2221359,HAI632,2024-2025,17.4
Jameson,Mary,2221640,HAI189,2024-2025,10.8
Musk,Florian,2221086,HAI496,2024-2025,10.3
Johnson,Steve,2221059,HAI545,2024-2025,10.3
Williams,Steve,2221420,HAI901,2024-2025,17.3
Williams,Kevin,2221417,HAI982,2024-2025,16.5
Gates,Elizabeth,2221462,HAI553,2024-2025,17.0
Martinez,Florian,2221973,HAI126,2024-2025,17.2
Davis,Florian,2221518,HAI825,2024-2025,11.5
Leroux,Ricardo,2221656,HAI549,2024-2025,10.1
Miller,Nicolas,2221749,HAI153,2024-2025,11.1
Gates,John,2221366,HAI466,2024-2025,13.8
Williams,John,2221374,HAI305,2024-2025,15.8
Davis,James,2221511,HAI212,2024-2025,14.0
Lefevre,Dorian,2221008,HAI897,2024-2025,13.9
Miller,Napoleon,2221543,HAI903,2024-2025,18.8
Jobs,Rayman,2221894,HAI636,2024-2025,13.7
Bonaparte,Dorian,2221948,HAI658,2024-2025,10.7
Jobs,Lebron,2221742,HAI528,2024-2025,12.8
Bourbon,Robert,2221785,HAI894,2024-2025,11.7
Valjean,Rayman,2221610,HAI635,2024-2025,10.3
Lefevre,Patricia,2221786,HAI590,2024-2025,15.7
Brown,Kylian,2221282,HAI936,2024-2025,19.8
Bourbon,James,2221626,HAI250,2024-2025,19.6
Musk,Nicolas,2221012,HAI836,2024-2025,11.3
Rodriguez,Donald,2221204,HAI527,2024-2025,10.4
Miller,Pio,2221541,HAI453,2024-2025,13.6
Lefevre,Josselin,2221392,HAI365,2024-2025,10.1
Leroux,Luigi,2221409,HAI853,2024-2025,13.5
Brown,Mary,2221687,HAI873,2024-2025,17.1
Dupont,Mary,2221766,HAI693,2024-2025,11.6
Trump,Robert,2221462,HAI908,2024-2025,12.3
Gates,Donald,2221301,HAI931,2024-2025,15.6
Leroux,Florian,2221331,HAI128,2024-2025,19.5
Trump,James,2221349,HAI583,2024-2025,10.9
Davis,Mario,2221596,HAI760,2024-2025,15.4
Dough,Luigi,2221493,HAI620,2024-2025,12.2
Jones,Dorian,2221039,HAI454,2024-2025,19.3
Garcia,Steve,2221284,HAI886,2024-2025,11.3
Jobs,Jennifer,2221354,HAI110,2024-2025,16.2
Garcia,Kevin,2221766,HAI674,2024-2025,10.5
Rodriguez,Ricardo,2221032,HAI113,2024-2025,15.9
Dough,Florian,2221378,HAI322,2024-2025,14.3
Bros,Ricardo,2221743,HAI710,2024-2025,10.7
Garcia,Elizabeth,2221628,HAI846,2024-2025,14.4
Bourbon,Mario,2221142,HAI330,2024-2025,14.2
Smith,Ricardo,2221768,HAI843,2024-2025,10.2
Musk,Linda,2221403,HAI527,2024-2025,12.8
Garcia,John,2221398,HAI727,2024-2025,14.7
Musk,David,2221835,HAI343,2024-2025,11.6
Valjean,Mary,2221193,HAI398,2024-2025,15.2
Gates,Ricardo,2221652,HAI479,2024-2025,11.7
Martinez,David,2221649,HAI613,2024-2025,18.5
Lefevre,Napoleon,2221168,HAI244,2024-2025,19.6
Johnson,Ricardo,2221230,HAI363,2024-2025,19.2
Williams,Ricardo,2221399,HAI879,2024-2025,15.2
Lefevre,Robert,2221455,HAI335,2024-2025,10.9
Trump,Mario,2221360,HAI956,2024-2025,16.8
Rodriguez,Michael,2221548,HAI484,2024-2025,14.7
Rodriguez,Luigi,2221339,HAI584,2024-2025,19.6
Bonaparte,Robert,2221724,HAI833,2024-2025,15.1
Musk,Elon,2221547,HAI339,2024-2025,18.3
Miller,Rayman,2221746,HAI255,2024-2025,19.3
Leroux,Mario,2221185,HAI726,2024-2025,19.9
Bros,Luigi,2221685,HAI684,2024-2025,18.2
Lefevre,Pio,2221478,HAI121,2024-2025,10.7
Martinez,Elon,2221866,HAI963,2024-2025,18.6
Bonaparte,James,2221914,HAI190,2024-2025,14.8
Smith,Michael,2221223,HAI622,2024-2025,19.5
Smith,Luigi,2221401,HAI793,2024-2025,12.4
Leroy,Florian,2221938,HAI304,2024-2025,11.3
Dupont,Dorian,2221051,HAI980,2024-2025,19.9
Gates,Michael,2221288,HAI905,2024-2025,18.9
Gates,Luigi,2221771,HAI766,2024-2025,15.8
Bros,Florian,2221010,HAI416,2024-2025,11.8
Johnson,Michael,2221618,HAI467,2024-2025,15.9
Johnson,Luigi,2221586,HAI485,2024-2025,10.6
Williams,Michael,2221041,HAI422,2024-2025,11.9
Williams,Luigi,2221940,HAI214,2024-2025,15.6
Garcia,Donald,2221628,HAI669,2024-2025,17.9
Dough,Mario,2221069,HAI879,2024-2025,14.6
Smith,Florian,2221246,HAI391,2024-2025,10.9
Davis,Kylian,2221551,HAI374,2024-2025,13.2
Musk,Lebron,2221074,HAI445,2024-2025,10.7
Johnson,Florian,2221297,HAI728,2024-2025,17.2
Williams,Florian,2221250,HAI974,2024-2025,16.0
Jones,Robert,2221267,HAI372,2024-2025,13.7
Jameson,Robert,2221799,HAI632,2024-2025,18.5
Jobs,Dorian,2221400,HAI699,2024-2025,14.2
Jones,James,2221384,HAI351,2024-2025,18.5
Bourbon,Kylian,2221049,HAI873,2024-2025,11.9
Rodriguez,Nicolas,2221076,HAI269,2024-2025,14.8
Jameson,James,2221506,HAI823,2024-2025,18.5
Davis,Steve,2221737,HAI518,2024-2025,11.8
Garcia,Ricardo,2221948,HAI882,2024-2025,14.3
Davis,Kevin,2221819,HAI711,2024-2025,14.0
Martinez,Kevin,2221931,HAI560,2024-2025,12.6
Leroux,Elon,2221935,HAI928,2024-2025,10.9
Rodriguez,Napoleon,2221242,HAI550,2024-2025,10.6
Jobs,Patricia,2221782,HAI942,2024-2025,13.5
Martinez,Elizabeth,2221794,HAI866,2024-2025,17.4
Davis,Elizabeth,2221791,HAI252,2024-2025,15.1
Miller,Mary,2221212,HAI780,2024-2025,13.6
Gates,Nicolas,2221583,HAI346,2024-2025,16.8
Martinez,John,2221607,HAI558,2024-2025,15.3
Davis,John,2221320,HAI218,2024-2025,15.8
Leroy,Mario,2221985,HAI951,2024-2025,16.2
Williams,Nicolas,2221466,HAI920,2024-2025,17.4
Bourbon,Steve,2221217,HAI886,2024-2025,15.8
Jobs,Josselin,2221169,HAI206,2024-2025,18.1
Bros,Mario,2221107,HAI960,2024-2025,15.2
Trump,Kylian,2221569,HAI658,2024-2025,16.0
Lefevre,Rayman,2221301,HAI778,2024-2025,16.5
Dough,Elon,2221696,HAI921,2024-2025,12.0
Gates,Napoleon,2221940,HAI463,2024-2025,12.5
Musk,Jennifer,2221548,HAI322,2024-2025,13.2
Rodriguez,Pio,2221616,HAI503,2024-2025,10.3
Martinez,Jennifer,2221310,HAI584,2024-2025,11.7
Garcia,Michael,2221036,HAI495,2024-2025,14.1
Garcia,Luigi,2221804,HAI243,2024-2025,12.8
Brown,Florian,2221377,HAI802,2024-2025,18.9
Jameson,Mario,2221978,HAI499,2024-2025,18.8
Dupont,Robert,2221273,HAI800,2024-2025,14.3
Rodriguez,Linda,2221650,HAI167,2024-2025,19.6
Trump,Steve,2221584,HAI508,2024-2025,10.7
Trump,Kevin,2221988,HAI529,2024-2025,16.6
Gates,Pio,2221432,HAI709,2024-2025,14.1
Rodriguez,David,2221778,HAI879,2024-2025,19.6
Brown,James,2221783,HAI519,2024-2025,12.0
Dupont,James,2221712,HAI513,2024-2025,18.4
Musk,Donald,2221508,HAI297,2024-2025,17.2
Leroux,Kevin,2221310,HAI440,2024-2025,13.3
Smith,David,2221118,HAI454,2024-2025,19.1
Martinez,Donald,2221838,HAI154,2024-2025,13.6
Davis,Donald,2221860,HAI762,2024-2025,14.8
Trump,John,2221009,HAI422,2024-2025,13.3
Leroux,Elizabeth,2221031,HAI390,2024-2025,17.6
Gates,Linda,2221294,HAI834,2024-2025,17.3
Gates,David,2221035,HAI563,2024-2025,11.9
Williams,Linda,2221012,HAI815,2024-2025,11.4
Leroux,John,2221637,HAI914,2024-2025,18.9
Johnson,David,2221347,HAI320,2024-2025,12.2
Williams,David,2221601,HAI535,2024-2025,17.3
Rodriguez,Elon,2221675,HAI396,2024-2025,18.8
Dough,Steve,2221646,HAI646,2024-2025,17.2
Dough,Kevin,2221352,HAI433,2024-2025,16.4
Leroy,Elon,2221752,HAI231,2024-2025,17.6
Bros,Elon,2221451,HAI869,2024-2025,11.4
Jobs,Robert,2221617,HAI737,2024-2025,10.1
Bonaparte,Kylian,2221249,HAI265,2024-2025,17.0
Dough,Elizabeth,2221310,HAI742,2024-2025,18.9
Smith,Elon,2221188,HAI235,2024-2025,12.8
Valjean,Robert,2221104,HAI750,2024-2025,18.5
Miller,Dorian,2221036,HAI595,2024-2025,11.0
Lefevre,Mary,2221215,HAI822,2024-2025,15.5
Leroux,Jennifer,2221365,HAI849,2024-2025,18.8
Jobs,James,2221646,HAI154,2024-2025,19.1
Dough,John,2221656,HAI635,2024-2025,18.3
Gates,Elon,2221378,HAI989,2024-2025,14.1
Garcia,Nicolas,2221491,HAI468,2024-2025,15.6
Valjean,James,2221365,HAI797,2024-2025,18.0
Johnson,Elon,2221099,HAI502,2024-2025,14.0
Williams,Elon,2221717,HAI503,2024-2025,11.3
Brown,Mario,2221834,HAI531,2024-2025,15.1
Davis,Ricardo,2221846,HAI870,2024-2025,14.3
Dupont,Mario,2221108,HAI455,2024-2025,12.5
Garcia,Napoleon,2221174,HAI300,2024-2025,15.1
Dough,Jennifer,2221614,HAI523,2024-2025,10.1
Bonaparte,Steve,2221616,HAI729,2024-2025,12.2
Rodriguez,Lebron,2221935,HAI363,2024-2025,10.7
Musk,Dorian,2221533,HAI660,2024-2025,18.1
Leroux,Donald,2221810,HAI536,2024-2025,17.4
Bourbon,Ricardo,2221255,HAI403,2024-2025,14.8
Leroy,Steve,2221326,HAI800,2024-2025,14.7
Jones,Kylian,2221640,HAI163,2024-2025,16.7
Garcia,Pio,2221092,HAI417,2024-2025,10.6
Leroy,Kevin,2221081,HAI278,2024-2025,13.6
Gates,Lebron,2221156,HAI184,2024-2025,16.0
Musk,Patricia,2221888,HAI739,2024-2025,17.2
Jameson,Kylian,2221937,HAI537,2024-2025,16.1
Bros,Kevin,2221964,HAI935,2024-2025,19.7
Williams,Lebron,2221641,HAI957,2024-2025,12.6
Leroy,Elizabeth,2221220,HAI617,2024-2025,12.0
Martinez,Patricia,2221843,HAI830,2024-2025,14.1
Smith,Kevin,2221525,HAI291,2024-2025,12.9
Davis,Michael,2221411,HAI430,2024-2025,17.7
Davis,Luigi,2221506,HAI183,2024-2025,14.6
Dough,Donald,2221841,HAI807,2024-2025,10.6
Bros,Elizabeth,2221543,HAI640,2024-2025,15.3
Valjean,Mario,2221962,HAI570,2024-2025,18.2
Leroy,John,2221046,HAI113,2024-2025,15.7
Musk,Josselin,2221740,HAI263,2024-2025,19.9
Smith,Elizabeth,2221958,HAI918,2024-2025,17.1
Garcia,Linda,2221241,HAI826,2024-2025,14.4
Bros,John,2221740,HAI773,2024-2025,12.2
Garcia,David,2221397,HAI171,2024-2025,13.5
Trump,Ricardo,2221027,HAI877,2024-2025,10.8
Johnson,Kevin,2221928,HAI793,2024-2025,10.9
Martinez,Josselin,2221644,HAI393,2024-2025,10.2
Smith,John,2221039,HAI454,2024-2025,15.5
Jameson,Steve,2221494,HAI457,2024-2025,10.7
Jameson,Kevin,2221244,HAI189,2024-2025,13.9
Johnson,Elizabeth,2221681,HAI353,2024-2025,12.1
Williams,Elizabeth,2221884,HAI969,2024-2025,14.3
Rodriguez,Jennifer,2221022,HAI360,2024-2025,12.1
Bourbon,Michael,2221576,HAI349,2024-2025,14.3
Bourbon,Luigi,2221394,HAI790,2024-2025,18.6
Bros,Jennifer,2221837,HAI961,2024-2025,17.3
Johnson,John,2221627,HAI218,2024-2025,18.1
Jameson,Elizabeth,2221501,HAI426,2024-2025,18.3
Smith,Jennifer,2221655,HAI244,2024-2025,17.1
Jameson,John,2221611,HAI524,2024-2025,19.6
Garcia,Elon,2221014,HAI754,2024-2025,13.5
Bourbon,Florian,2221421,HAI101,2024-2025,16.0
Gates,Jennifer,2221696,HAI119,2024-2025,13.7
Dough,Ricardo,2221488,HAI377,2024-2025,17.9
Miller,Robert,2221635,HAI907,2024-2025,15.6
Johnson,Jennifer,2221402,HAI535,2024-2025,13.8
Williams,Jennifer,2221659,HAI983,2024-2025,14.0
Miller,James,2221569,HAI870,2024-2025,17.7
Trump,Michael,2221454,HAI142,2024-2025,19.2
Dupont,Kylian,2221140,HAI154,2024-2025,19.3
Trump,Luigi,2221655,HAI834,2024-2025,10.7
Leroy,Donald,2221537,HAI365,2024-2025,11.3
Martinez,Nicolas,2221174,HAI150,2024-2025,13.0
Davis,Nicolas,2221388,HAI166,2024-2025,10.2
Leroux,Patricia,2221360,HAI456,2024-2025,17.7
Bros,Donald,2221975,HAI572,2024-2025,16.0
Leroux,Michael,2221744,HAI872,2024-2025,19.1
Musk,Napoleon,2221789,HAI360,2024-2025,16.5
Smith,Donald,2221227,HAI654,2024-2025,13.4
Trump,Florian,2221141,HAI371,2024-2025,11.3
Garcia,Rayman,2221269,HAI305,2024-2025,13.2
Davis,Napoleon,2221309,HAI224,2024-2025,11.5
Martinez,Napoleon,2221555,HAI809,2024-2025,10.8
Garcia,Lebron,2221014,HAI240,2024-2025,11.4
Leroux,Josselin,2221266,HAI403,2024-2025,14.5
Bonaparte,Ricardo,2221223,HAI770,2024-2025,18.0
Brown,Steve,2221771,HAI344,2024-2025,18.9
Brown,Kevin,2221725,HAI637,2024-2025,12.3
Dough,Patricia,2221277,HAI805,2024-2025,17.0
Johnson,Donald,2221635,HAI311,2024-2025,19.1
Williams,Donald,2221142,HAI118,2024-2025,19.8
Dupont,Steve,2221387,HAI538,2024-2025,12.0
Dough,Michael,2221401,HAI937,2024-2025,10.0
Dupont,Kevin,2221263,HAI722,2024-2025,15.7
Brown,Elizabeth,2221409,HAI491,2024-2025,18.0
Musk,Pio,2221288,HAI261,2024-2025,15.2
Jobs,Kylian,2221159,HAI605,2024-2025,15.9
Brown,John,2221448,HAI119,2024-2025,19.9
Dough,Josselin,2221807,HAI978,2024-2025,13.3
Valjean,Kylian,2221239,HAI711,2024-2025,10.3
Martinez,Pio,2221847,HAI399,2024-2025,15.6
Davis,Pio,2221169,HAI961,2024-2025,15.9
Dupont,John,2221019,HAI129,2024-2025,17.7
Leroy,Ricardo,2221423,HAI258,2024-2025,16.1
Miller,Mario,2221221,HAI387,2024-2025,10.1
Jobs,Mary,2221772,HAI455,2024-2025,14.9
Trump,Nicolas,2221148,HAI534,2024-2025,11.7
Martinez,Linda,2221356,HAI944,2024-2025,11.1
Davis,Linda,2221334,HAI714,2024-2025,10.7
Bonaparte,Luigi,2221204,HAI464,2024-2025,10.9
Davis,David,2221825,HAI138,2024-2025,19.5
Rodriguez,Dorian,2221302,HAI790,2024-2025,17.8
Leroux,Nicolas,2221400,HAI423,2024-2025,12.5
Lefevre,Florian,2221640,HAI664,2024-2025,10.9
Valjean,Steve,2221743,HAI469,2024-2025,17.9
Valjean,Kevin,2221463,HAI246,2024-2025,10.8
Garcia,Jennifer,2221154,HAI591,2024-2025,10.2
Jameson,Ricardo,2221275,HAI296,2024-2025,11.9
Leroux,Napoleon,2221737,HAI466,2024-2025,13.7
Valjean,Elizabeth,2221293,HAI893,2024-2025,19.0
Bonaparte,Florian,2221347,HAI874,2024-2025,12.3
Lefevre,James,2221749,HAI971,2024-2025,10.7
Rodriguez,Patricia,2221724,HAI423,2024-2025,15.1
Leroy,Michael,2221945,HAI195,2024-2025,14.6
Leroy,Luigi,2221337,HAI795,2024-2025,20.0
Gates,Dorian,2221031,HAI345,2024-2025,17.8
Valjean,John,2221569,HAI269,2024-2025,10.0
Bros,Patricia,2221382,HAI477,2024-2025,15.2
Dough,Nicolas,2221808,HAI244,2024-2025,14.9
Bros,Michael,2221708,HAI913,2024-2025,11.4
Williams,Dorian,2221600,HAI558,2024-2025,10.3
Davis,Elon,2221224,HAI261,2024-2025,11.3
Smith,Patricia,2221317,HAI112,2024-2025,17.3
Brown,Donald,2221838,HAI354,2024-2025,14.0
Rodriguez,Josselin,2221257,HAI926,2024-2025,14.8
Dough,Napoleon,2221923,HAI491,2024-2025,15.8
Gates,Patricia,2221190,HAI502,2024-2025,11.2
Bros,Josselin,2221526,HAI129,2024-2025,19.1
Leroux,Pio,2221313,HAI941,2024-2025,17.0
Johnson,Patricia,2221139,HAI313,2024-2025,18.0
Williams,Patricia,2221413,HAI943,2024-2025,17.4
Smith,Josselin,2221784,HAI342,2024-2025,14.1
Jones,Luigi,2221787,HAI707,2024-2025,18.7
Bourbon,Elon,2221715,HAI643,2024-2025,14.6
Trump,Linda,2221001,HAI593,2024-2025,15.1
Jameson,Michael,2221542,HAI129,2024-2025,16.3
Jameson,Luigi,2221968,HAI362,2024-2025,15.8
Gates,Josselin,2221757,HAI282,2024-2025,15.5
Trump,David,2221860,HAI101,2024-2025,18.9
Musk,Rayman,2221936,HAI142,2024-2025,19.3
Johnson,Josselin,2221387,HAI542,2024-2025,10.4
Williams,Josselin,2221582,HAI931,2024-2025,14.3
Leroux,Linda,2221081,HAI346,2024-2025,19.3
Martinez,Rayman,2221552,HAI511,2024-2025,18.8
Dough,Pio,2221164,HAI686,2024-2025,14.2
Leroux,David,2221969,HAI449,2024-2025,10.5
Martinez,Lebron,2221274,HAI284,2024-2025,15.9
Jones,Florian,2221702,HAI226,2024-2025,12.8
Davis,Lebron,2221338,HAI837,2024-2025,14.2
Jameson,Florian,2221325,HAI893,2024-2025,17.0
Lefevre,Mario,2221344,HAI142,2024-2025,18.4
Brown,Ricardo,2221795,HAI220,2024-2025,15.9
Dupont,Ricardo,2221534,HAI959,2024-2025,19.6
Miller,Kylian,2221961,HAI264,2024-2025,14.5
Dough,Linda,2221212,HAI153,2024-2025,17.0
Leroy,Nicolas,2221447,HAI411,2024-2025,14.1
Bonaparte,Mario,2221313,HAI542,2024-2025,18.9
Trump,Elon,2221364,HAI429,2024-2025,11.4
Dough,David,2221289,HAI123,2024-2025,14.8
Bros,Nicolas,2221463,HAI818,2024-2025,11.6
Smith,Nicolas,2221563,HAI357,2024-2025,19.0
Leroy,Napoleon,2221238,HAI359,2024-2025,19.0
Bros,Napoleon,2221901,HAI371,2024-2025,18.4
Rodriguez,Robert,2221280,HAI846,2024-2025,17.5
Smith,Napoleon,2221678,HAI198,2024-2025,11.5
Johnson,Nicolas,2221317,HAI422,2024-2025,15.2
Miller,Steve,2221462,HAI875,2024-2025,12.0
Miller,Kevin,2221779,HAI506,2024-2025,17.5
Bourbon,Kevin,2221047,HAI453,2024-2025,14.7
Garcia,Dorian,2221469,HAI449,2024-2025,11.2
Brown,Michael,2221406,HAI353,2024-2025,15.8
Brown,Luigi,2221668,HAI464,2024-2025,15.5
Jameson,Nicolas,2221312,HAI799,2024-2025,13.2
Dupont,Michael,2221282,HAI340,2024-2025,17.8
Johnson,Napoleon,2221736,HAI995,2024-2025,11.6
Williams,Napoleon,2221436,HAI736,2024-2025,11.3
Valjean,Ricardo,2221368,HAI785,2024-2025,11.0
Dupont,Luigi,2221552,HAI985,2024-2025,16.5
Davis,Jennifer,2221163,HAI390,2024-2025,18.3
Leroy,Pio,2221482,HAI448,2024-2025,10.8
Bourbon,Elizabeth,2221775,HAI327,2024-2025,19.6
Trump,Lebron,2221845,HAI212,2024-2025,10.1
Gates,Robert,2221576,HAI981,2024-2025,17.0
Miller,John,2221959,HAI275,2024-2025,18.9
Bros,Pio,2221231,HAI375,2024-2025,10.6
Bourbon,John,2221062,HAI483,2024-2025,15.6
Leroux,Rayman,2221783,HAI346,2024-2025,10.4
Garcia,Patricia,2221736,HAI132,2024-2025,15.2
Musk,Mary,2221661,HAI581,2024-2025,14.2
Leroux,Lebron,2221760,HAI648,2024-2025,10.6
Smith,Pio,2221914,HAI734,2024-2025,19.6
Jones,Mario,2221482,HAI159,2024-2025,16.0
Martinez,Mary,2221577,HAI379,2024-2025,10.9
Dupont,Florian,2221649,HAI360,2024-2025,17.1
Leroy,Linda,2221948,HAI791,2024-2025,12.7
Garcia,Josselin,2221608,HAI612,2024-2025,19.3
Leroy,David,2221188,HAI966,2024-2025,16.1
Bourbon,Jennifer,2221208,HAI829,2024-2025,10.6
Johnson,Pio,2221507,HAI506,2024-2025,17.6
Williams,Pio,2221756,HAI785,2024-2025,10.9
Bros,Linda,2221381,HAI364,2024-2025,12.2
Dough,Rayman,2221906,HAI599,2024-2025,12.0
Bros,David,2221881,HAI843,2024-2025,13.5
Bonaparte,Elon,2221597,HAI965,2024-2025,18.9
Trump,Elizabeth,2221735,HAI777,2024-2025,16.6
Smith,Linda,2221496,HAI739,2024-2025,19.5
Dough,Lebron,2221638,HAI422,2024-2025,16.2
Valjean,Michael,2221317,HAI927,2024-2025,13.3
Valjean,Luigi,2221454,HAI464,2024-2025,16.1
Johnson,Linda,2221911,HAI508,2024-2025,18.7
Lefevre,Kylian,2221079,HAI700,2024-2025,12.6
Jobs,Florian,2221687,HAI651,2024-2025,18.6
Jameson,Linda,2221392,HAI793,2024-2025,18.0
Trump,Jennifer,2221186,HAI640,2024-2025,13.9
Jameson,David,2221372,HAI901,2024-2025,11.7
Brown,Nicolas,2221028,HAI174,2024-2025,11.6
Valjean,Florian,2221119,HAI497,2024-2025,11.7
Bourbon,Donald,2221023,HAI750,2024-2025,16.1
Brown,Napoleon,2221832,HAI538,2024-2025,13.1
Lefevre,Steve,2221944,HAI596,2024-2025,13.8
Lefevre,Kevin,2221497,HAI371,2024-2025,11.0
Leroux,Mary,2221251,HAI809,2024-2025,13.2
Jones,Elon,2221225,HAI232,2024-2025,14.7
Jameson,Elon,2221900,HAI595,2024-2025,16.7
Lefevre,Elizabeth,2221371,HAI476,2024-2025,18.8
Rodriguez,Rayman,2221963,HAI193,2024-2025,10.1
Leroy,Rayman,2221112,HAI753,2024-2025,19.9
Bonaparte,Kevin,2221108,HAI595,2024-2025,12.6
Leroy,Lebron,2221780,HAI208,2024-2025,18.1
Garcia,Robert,2221642,HAI268,2024-2025,18.9
Bros,Rayman,2221434,HAI755,2024-2025,15.5
Trump,Donald,2221953,HAI518,2024-2025,19.1
Lefevre,John,2221714,HAI863,2024-2025,11.7
Bros,Lebron,2221372,HAI897,2024-2025,10.4
Brown,Pio,2221781,HAI801,2024-2025,18.1
Bonaparte,Elizabeth,2221118,HAI255,2024-2025,18.2
Smith,Rayman,2221430,HAI378,2024-2025,19.3
Garcia,James,2221339,HAI235,2024-2025,16.1
Dough,Mary,2221144,HAI284,2024-2025,15.2
Miller,Ricardo,2221508,HAI423,2024-2025,19.6
Smith,Lebron,2221670,HAI881,2024-2025,13.2
Martinez,Dorian,2221721,HAI283,2024-2025,18.1
Davis,Dorian,2221260,HAI242,2024-2025,11.0
Valjean,Nicolas,2221967,HAI630,2024-2025,16.9
Bonaparte,John,2221737,HAI978,2024-2025,18.5
Gates,Rayman,2221448,HAI583,2024-2025,19.6
Johnson,Rayman,2221797,HAI868,2024-2025,13.8
Williams,Rayman,2221001,HAI123,2024-2025,14.4
Johnson,Lebron,2221567,HAI331,2024-2025,13.9
Brown,Linda,2221464,HAI412,2024-2025,14.2
